"block","date","time","balance"
"1,745,842","2019/09/28 10:51:19 +02:00","1569660679","20999937.6597 RBTC"
"1,754,608","2019/10/01 14:30:25 +02:00","1569933025","20999937.6447 RBTC"
"1,760,088","2019/10/03 11:57:11 +02:00","1570096631","20999937.1149 RBTC"
"1,763,475","2019/10/04 16:57:43 +02:00","1570201063","20999936.1149 RBTC"
"1,784,679","2019/10/12 15:42:07 +02:00","1570887727","20999935.1150 RBTC"
"1,796,586","2019/10/17 09:13:35 +02:00","1571296415","20999932.1150 RBTC"
"1,818,281","2019/10/25 16:45:27 +02:00","1572014727","20999932.0650 RBTC"
"1,831,701","2019/10/30 16:42:17 +02:00","1572446537","20999926.0650 RBTC"
"1,850,086","2019/11/06 16:57:13 +02:00","1573052233","20999919.0650 RBTC"
"1,890,292","2019/11/21 14:12:39 +02:00","1574338359","20999919.0500 RBTC"
"1,912,482","2019/11/29 13:57:35 +02:00","1575028655","20999919.2490 RBTC"
"1,918,170","2019/12/01 13:42:14 +02:00","1575200534","20999919.0990 RBTC"
"1,930,039","2019/12/05 17:00:19 +02:00","1575558019","20999918.0795 RBTC"
"1,940,192","2019/12/09 08:45:27 +02:00","1575873927","20999907.5795 RBTC"
"1,942,874","2019/12/10 08:57:28 +02:00","1575961048","20999897.5795 RBTC"
"1,945,643","2019/12/11 09:30:41 +02:00","1576049441","20999887.5795 RBTC"
"1,952,269","2019/12/13 20:51:15 +02:00","1576263075","20999867.5795 RBTC"
"1,953,769","2019/12/14 11:33:04 +02:00","1576315984","20999837.5795 RBTC"
"2,308,075","2020/04/27 19:00:23 +02:00","1588006823","20999827.5795 RBTC"
"2,321,670","2020/05/02 20:24:53 +02:00","1588443893","20999826.6915 RBTC"
"2,321,713","2020/05/02 20:45:46 +02:00","1588445146","20999821.6916 RBTC"
"2,329,340","2020/05/05 17:09:13 +02:00","1588691353","20999821.6816 RBTC"
"2,331,681","2020/05/06 13:51:18 +02:00","1588765878","20999809.6816 RBTC"
"2,332,229","2020/05/06 18:48:25 +02:00","1588783705","20999809.4804 RBTC"
"2,334,877","2020/05/07 18:24:12 +02:00","1588868652","20999809.3715 RBTC"
"2,337,306","2020/05/08 15:48:11 +02:00","1588945691","20999808.9746 RBTC"
"2,384,729","2020/05/25 06:01:45 +02:00","1590379305","20999809.9746 RBTC"
"2,395,450","2020/05/28 23:03:05 +02:00","1590699785","20999809.8148 RBTC"
"2,417,319","2020/06/05 14:57:24 +02:00","1591361844","20999809.7649 RBTC"
"2,421,461","2020/06/07 02:41:00 +02:00","1591490460","20999809.7759 RBTC"
"2,432,096","2020/06/10 22:38:07 +02:00","1591821487","20999817.7759 RBTC"
"2,453,355","2020/06/18 17:18:07 +02:00","1592493487","20999811.2759 RBTC"
"2,453,370","2020/06/18 17:27:07 +02:00","1592494027","20999804.2759 RBTC"
"2,477,704","2020/06/27 14:54:27 +02:00","1593262467","20999804.2609 RBTC"
"2,477,794","2020/06/27 15:39:27 +02:00","1593265167","20999804.2109 RBTC"
"2,486,257","2020/06/30 18:03:15 +02:00","1593532995","20999804.2009 RBTC"
"2,488,462","2020/07/01 13:39:38 +02:00","1593603578","20999794.2009 RBTC"
"2,496,081","2020/07/04 07:27:12 +02:00","1593840432","20999793.9170 RBTC"
"2,496,119","2020/07/04 07:48:29 +02:00","1593841709","20999768.9170 RBTC"
"2,499,018","2020/07/05 09:06:10 +02:00","1593932770","20999743.9170 RBTC"
