Ethereum,BSC,Tron,Avalanche,Solana,Polygon,Cronos,Waves,Fantom,Arbitrum,Parallel,Mixin,DefiChain,Klaytn,Kava,Near,Optimism,Aurora,Gnosis,Osmosis,Moonbeam,Elrond,Heco,Fusion,Celo,Bitcoin,Cardano,Acala,EOS,Moonriver,Algorand,RSK,Icon,Ronin,NEO,Astar,Hoo,KCC,Theta,Bifrost,Tezos,Harmony,Binance,Hedera,Telos,Metis,Everscale,Songbird,IoTeX,Oasis,Milkomeda,Wanchain,Karura,Ontology,OKExChain,Stellar,Terra Classic,Godwoken,Terra2,Stacks,Proton,Conflux,Secret,Boba,Kardia,DFK,Sora,Sifchain,Evmos,smartBCH,Vite,ThunderCore,Velas,VeChain,CSC,Fuse,Elastos,Energi,Litecoin,Nuls,Nahmii,Doge,Meter,Syscoin,Callisto,Kadena,Ergo,OntologyEVM,Genshiro,Wax,Bitcoincash,ORE,ICP,TomoChain,Obyte,Hydra,EnergyWeb,Lamden,XDC,Shiden,Findora,Ubiq,CosmosHub,HPB,Stafi,ZYX,EthereumClassic,Lachain,Polis,GoChain,REIchain,Crab,Polkadot,Curio,LBRY,Echelon,MultiVAC,Zilliqa,Kusama,Palm,Ravencoin,SXnetwork,Bittorrent,Ultra,zkSync,Coti,Date
80358372912,23749613416,3572156679,241969765,1276677940,763404585,0,0,2700710,0,0,0,0,0,336581284,0,0,0,9502258,0,0,0,2519942873,0,707074357,65417282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31941931,0,0,0,0,0,0,0,0,0,83466959,0,312680576,0,0,4396507710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13967914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-27
83268355502,24959244279,3889498245,259429284,1329654493,946693785,0,0,3213757,0,0,0,0,0,350510033,0,0,0,10313785,0,0,0,2618733382,0,685166189,67093514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34635166,0,0,0,0,0,0,0,0,0,94881725,0,322844275,0,0,4472972724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-28
86508068320,25776032789,3764961145,266445167,1323930069,1133490091,0,0,3222035,0,0,0,0,0,346766793,0,0,0,11485702,0,0,0,2638799623,0,641148212,66793797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33133641,0,0,0,0,0,0,0,0,0,91433565,0,322063691,0,0,4403505353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13928683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-29
84717443986,26904343250,3766998899,271482884,1251700240,1410733113,0,0,2886080,0,0,0,0,0,359376858,0,0,0,11687555,0,0,0,2754319161,0,639891183,65747360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32753062,0,0,0,0,0,0,0,0,0,95589333,0,322940262,0,0,4491220660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13928425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-30
85989658379,27306711768,3880929196,321163559,1335936754,1586751941,0,0,35586221,0,0,0,0,0,373914309,0,0,0,12282132,0,0,0,2853775726,0,670453443,70953468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34779246,0,0,0,0,0,0,0,0,0,99474409,0,332448116,0,0,4571417523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14133096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-05
88684962536,28919982971,3981808960,348394461,1470780217,1572918502,0,0,47869187,0,0,0,0,0,373903503,0,0,0,12715471,0,0,0,2951037143,0,656485978,71007442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33380097,0,0,0,0,0,0,0,0,0,97900437,0,335554032,0,0,4562184786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15126851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-05
89513505704,29534232705,3905590340,349869057,1540847058,1743076159,0,0,48158013,0,0,0,0,0,374958968,0,0,0,14683930,0,0,0,2865127720,0,711144771,71143295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31839612,0,0,0,0,0,0,0,0,0,106361667,0,336859741,0,0,4272284965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15621033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-05
95105754581,29601043081,4075186061,386065859,1556253722,1844694000,0,0,53375036,0,0,0,0,0,392254987,0,0,0,15273658,0,0,0,2887809777,0,669832454,69793604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31275416,0,0,0,0,0,0,0,0,0,103124397,0,344123122,0,0,4273100504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15621033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-05
98191913783,30489874314,3830722108,356251179,1508702507,1927935210,0,0,76053547,0,0,0,0,0,367828097,0,0,0,14522772,0,0,0,2643344150,0,631758954,67130459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28773848,0,0,0,0,0,0,0,0,0,103423360,0,344996066,0,0,4240503236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14816481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-05
98453334541,30715573259,4099796837,386386010,1539822922,1933773776,0,0,76712770,0,0,0,0,0,386014180,0,0,0,14942505,0,0,0,2805685205,0,616936976,71644479,0,0,0,0,0,0,0,0,332707559,0,0,0,0,0,0,30385035,0,0,0,0,0,0,0,0,0,112461666,0,358408554,0,0,4300421325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15179923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239518604,0,0,0,0,0,0,0,0,2021-06-05
101316425036,30436766520,4423520068,405603731,1537938603,2009972769,0,0,75101521,0,0,0,0,0,378717852,0,0,0,14408153,0,0,0,2827106441,0,627896927,71368887,0,0,0,0,0,0,0,0,346622717,0,0,0,0,0,0,30134069,0,0,0,0,0,0,0,0,0,116819418,0,372161066,0,0,4287531573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15054943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219857980,0,0,0,0,0,0,0,0,2021-07-05
